"Acinetobacter.01","Acinetobacter.02","Actinomyces.01","Actinomyces.02","Alicyclobacillus.01","Anaerococcus.01","Anaerococcus.02","Atopobium.01","Atopobium.02","Bifidobacterium.01","Bulleidia.01","Burkholderia.01","C.Betaproteobacteria.01","C.Betaproteobacteria.02","C.Gammaproteobacteria.01","C.Gammaproteobacteria.02","C.Gammaproteobacteria.03","C.Gammaproteobacteria.04","C.Gammaproteobacteria.05","C.Gammaproteobacteria.06","C.Gammaproteobacteria.07","C.Gammaproteobacteria.08","C.Gammaproteobacteria.09","C.Gammaproteobacteria.10","C.Gammaproteobacteria.11","Campylobacter.01","Capnocytophaga.01","Carnobacterium.01","Catonella.01","Chryseobacterium.01","Corynebacterium.01","Corynebacterium.02","Dolosigranulum.01","Dyella.01","Eubacterium.01","F.Alcaligenaceae.01","F.Burkholderiaceae.01","F.Burkholderiaceae.02","F.Carnobacteriaceae.01","F.Comamonadaceae.01","F.Comamonadaceae.02","F.Enterobacteriaceae.01","F.Erysipelotrichaceae.01","F.Neisseriaceae.01","F.Pasteurellaceae.01","F.Pasteurellaceae.02","F.Prevotellaceae.01","F.Prevotellaceae.02","F.Prevotellaceae.03","F.Pseudomonadaceae.01","F.Pseudomonadaceae.02","F.Rhodocyclaceae.01","F.Xanthomonadaceae.01","Fusobacterium.01","Fusobacterium.02","Gemella.01","Gp2.01","Gp2.02","Lactobacillus.01","Marinobacter.01","Megasphaera.01","Metascardovia.01","Microbacterium.01","Mogibacterium.01","Mycoplasma.01","Neisseria.01","O.Actinomycetales.01","O.Actinomycetales.02","O.Actinomycetales.03","O.Actinomycetales.04","O.Bacteroidales.01","O.Bacteroidales.02","O.Burkholderiales.01","O.Clostridiales.01","O.Clostridiales.02","O.Clostridiales.03","O.Clostridiales.04","O.Clostridiales.05","P.Firmicutes.01","Paracoccus.01","Parvimonas.01","Parvimonas.02","Parvimonas.03","Peptoniphilus.01","Peptoniphilus.02","Peptoniphilus.03","Peptostreptococcus.01","Porphyromonas.01","Porphyromonas.02","Porphyromonas.03","Prevotella.01","Prevotella.02","Prevotella.03","Prevotella.04","Prevotella.05","Prevotella.06","Prevotella.07","Prevotella.08","Prevotella.09","Prevotella.10","Propionibacterium.01","Propionibacterium.02","Pseudomonas.01","Pseudomonas.02","Ralstonia.01","Rhizobium.01","Selenomonas.01","Selenomonas.02","Selenomonas.03","Solobacterium.01","Staphylococcus.01","Streptococcus.01","Sulfuricurvum.01","Tannerella.01","TM7_genus_incertae_sedis.01","TM7_genus_incertae_sedis.02","TM7_genus_incertae_sedis.03","TM7_genus_incertae_sedis.04","TM7_genus_incertae_sedis.05","TM7_genus_incertae_sedis.06","TM7_genus_incertae_sedis.07","TM7_genus_incertae_sedis.08","Treponema.01","Tropheryma.01","Veillonella.01","Veillonella.02"
"Bulleidia.01",0,0,0,0,0,0,0.535189092159271,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.502030670642853,0,0.478629261255264,0,0,0,0,0,0,0.435565382242203,0,0,0,0,0,0,0.516804218292236,0,0,0,0,0,0,0,0,0.495535105466843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Burkholderia.01",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.612210690975189,0,0,0,0,0,0,0,0,-0.446774154901505,0,0,0,0,0,0,0,0.448268681764603,0,0,0,0,0,0,0,0,0.466179698705673,0,0,0,0,0,0,0.707509875297546,0.668739855289459,0,0,-0.447769612073898,0,0,0.548898041248322,0,0,0,0,0,0,0,0,-0.512140035629272,-0.442247956991196,0,0,0,0,0,0,0,0,0,0,0,0,-0.456739127635956,0,0,0,0,0,0,0,0,0,-0.608799159526825,0,-0.543914198875427,-0.51665723323822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.523433089256287,0,-0.594852447509766,0,0,0,0,0,0,0,0,-0.43896222114563,0,-0.637492954730988,0
"C.Betaproteobacteria.01",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.647352457046509,0,0,0.526021659374237,0,0,0,0,0,-0.439894795417786,0.616084039211273,0,0,0,-0.434314608573914,0,0.5470010638237,0.738961040973663,0.815918803215027,0,0,0,-0.469955325126648,0,0,0,0,0,0,0,0,0,0,0,0,0.462416440248489,0.464942902326584,0.610421478748322,0,0,0,0,0,0,0.526049673557281,0,0,0,0,0.779503107070923,0,0,0,0,0.678297221660614,0,0,0,0,0,0.555633306503296,0,0,0,0,0,0,0.660040438175201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.588840663433075,0,0,0
"C.Betaproteobacteria.02",0,0,0,0.482960820198059,0,0.538994312286377,0.672053873538971,0.506873190402985,0.514710068702698,0.440709263086319,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.537374258041382,0,0,0,0,0,0,0.478987842798233,0,0,0,0,0,0,-0.486524254083633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.574305713176727,0,0,0,0.477008581161499,0,0.42614871263504,0,0,0,0,0,-0.435466587543488,0,0,0,0,0,0,0,0.468769431114197,0,0.557692408561707,0,0,0,0,0,0,0,0.569023549556732,0,0,0,0,0,0.692480027675629,0,0,0,0,0,0.550081968307495,0.567987680435181,0,0,-0.495773762464523,0,0,0,0.589502155780792,0,0.609923601150513,0.498255282640457,0.571154117584229,0,0,0,0,0,0.75599330663681,0,0,0.735256612300873,0,0.455211490392685,0,0.504533886909485,0,0.768357336521149,0,0
"C.Gammaproteobacteria.01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.509898602962494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.549474537372589,0,0,0.507899284362793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45848548412323,0,0,0,0,0,0,0
"C.Gammaproteobacteria.02",0,0,-0.652530610561371,-0.550183951854706,0,0,0,0,0,0,0,0,0,0,0,1,0.732880592346191,0.650944769382477,0.617780387401581,0.543555378913879,0,0,0.442495197057724,0.618846833705902,0.507953286170959,0,-0.442898333072662,0,0,0.527030467987061,0.53480476140976,0,0,0,0,0,0.574455440044403,0,0,0.527416944503784,0,0.465761184692383,0,0,0,-0.527416944503784,-0.439920991659164,0,0,0.716224312782288,0.700056612491608,0,0,-0.580554366111755,0,-0.545660376548767,0,0.53288060426712,0,0,-0.4737808406353,0,0,0,0,0,0,0.554297924041748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.67658942937851,-0.453238368034363,0,-0.616341769695282,-0.734313666820526,-0.601584613323212,0,-0.516449928283691,0,0,0,0,0.588468432426453,0,0.481607258319855,0,0,0,0,-0.457340210676193,0,0,0.61108011007309,-0.517241716384888,0,0,0,0.49576061964035,-0.586372852325439,-0.480159431695938,0,0,-0.501273274421692,0,-0.698699653148651,0,-0.527416944503784,0
"C.Gammaproteobacteria.03",0,0,-0.616341769695282,-0.512864172458649,0.447271853685379,0,-0.425958782434464,0,0,0,0,0.612210690975189,0,0,0,0.732880592346191,1,0.698699653148651,0.512723445892334,0.508155763149261,0.509948551654816,0,0.462478846311569,0.657488167285919,0.454667419195175,0,-0.444047212600708,0.497446864843369,0,0,0,0,0,0,0,0,0.575663566589355,0.472974359989166,0,0.519502878189087,0,0,0,0,0,-0.607688367366791,0,0,0,0.811193287372589,0.858517289161682,0,0,-0.598643660545349,0,0,0,0.439909934997559,0,0.4772709608078,-0.45698419213295,0,0,0,-0.478514015674591,-0.535331010818481,0,0,0,0,0,0,0,0,0,-0.493473440408707,0,0,0,0,0,0,0,0,0,0,0,-0.467062652111053,-0.721124470233917,-0.655443549156189,0,-0.816511452198029,-0.707179665565491,-0.679683089256287,0,-0.430374920368195,0,0,0,0,0.624647080898285,0,0.623089969158173,0,0,0,0,0,0,-0.44501006603241,0.724138379096985,-0.628038823604584,0,-0.464877635240555,-0.456190228462219,0,-0.546225786209106,-0.55612325668335,0,0,0,0,-0.687329471111298,0,-0.691351473331451,0
"C.Gammaproteobacteria.04",0,0,-0.486800611019135,-0.448174655437469,0.558372259140015,0,0,0,0,0,0,0,0,0,0,0.650944769382477,0.698699653148651,1,0.552342355251312,0.667055189609528,0,0,0.761693298816681,0.645193576812744,0,0,0,0.438035398721695,-0.434530079364777,0,0.591819643974304,0,-0.555795729160309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.713810503482819,0.786250293254852,0,0,-0.808076620101929,0,-0.625967621803284,0,0,0,0,-0.600453078746796,0,0,0,-0.62496155500412,0,0,0.712164461612701,0,0,-0.441644459962845,0,0,0,0,-0.476522356271744,0,0,0,0,-0.512929916381836,0,-0.429012984037399,0,0,0,0,0,-0.586182653903961,0,0,-0.590181827545166,-0.676331162452698,-0.887445211410522,-0.639436006546021,0,0,0,0,0,0.444640904664993,0,0.494035810232162,0,0,0,0,0,0,0,0.667245268821716,-0.677466928958893,0,0,0,0,0,0,0,0,0,0,-0.48372358083725,0,-0.493477582931519,0
"C.Gammaproteobacteria.05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617780387401581,0.512723445892334,0.552342355251312,1,0.718894004821777,0,0,0,0,0,0,0,0,0,0.62641304731369,0,0,0,0,0,0,0.53933984041214,0.453411132097244,0,0,0,0,0,0,0,0,0,0,0,0.63932466506958,0.641189813613892,0,0,-0.50758159160614,0,0,0,0.472702950239182,0,0,0,0,0,0,0,0,0,0,0.509898602962494,0,0,0,0,0,0,0,0,0,0,0,0,0.437914162874222,0,0,0.443135768175125,0,0,0,-0.488479256629944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.436862349510193,0,0,0,0,0.660426378250122,0,0,0.621448397636414,0,0,0,-0.648701131343842,0,0,0
"C.Gammaproteobacteria.06",0,0,-0.503731608390808,0,0,0,0,0,0,0,0,0,0,0,0.509898602962494,0.543555378913879,0.508155763149261,0.667055189609528,0.718894004821777,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.673543691635132,0.677731335163116,0.439398854970932,0,-0.587425887584686,0,-0.520845949649811,0,0.423516690731049,0,0,0,0,0,0,-0.540722846984863,0,0,0,0,0,0,0,0,0,0,-0.468058466911316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.445987433195114,-0.464762717485428,-0.434166610240936,0,0,0,0,-0.434104889631271,0,0,0,0,0,0,0,0,0,0,0.465378195047379,0,0,0,0,0.509862840175629,0,0,0.717864990234375,0,0,0,-0.614287316799164,0,-0.494464308023453,0
